region,country,site,latitude_site,longitude_site,option,year,practice_type,subtype,description,adopted_cases,gender,n,n_site,percentage
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Know about it,Male,26,141,18.4
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Never heard about it,Female,32,146,21.9
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Never heard about it,Male,32,141,22.7
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Water harvesting,Rainwater harvest,Practice used to collect and store rainwater efficiently to be used in drought periods. Improecs production and food security.,Heard about it,Female,34,146,23.3
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Water harvesting,Rainwater harvest,Practice used to collect and store rainwater efficiently to be used in drought periods. Improecs production and food security.,Heard about it,Male,28,141,19.9
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Water harvesting,Rainwater harvest,Practice used to collect and store rainwater efficiently to be used in drought periods. Improecs production and food security.,Implemented,Female,16,146,11
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Water harvesting,Rainwater harvest,Practice used to collect and store rainwater efficiently to be used in drought periods. Improecs production and food security.,Implemented,Male,23,141,16.3
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Water harvesting,Rainwater harvest,Practice used to collect and store rainwater efficiently to be used in drought periods. Improecs production and food security.,Know about it,Female,33,146,22.6
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Water harvesting,Rainwater harvest,Practice used to collect and store rainwater efficiently to be used in drought periods. Improecs production and food security.,Know about it,Male,36,141,25.5
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Water harvesting,Rainwater harvest,Practice used to collect and store rainwater efficiently to be used in drought periods. Improecs production and food security.,Never heard about it,Female,63,146,43.2
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Water harvesting,Rainwater harvest,Practice used to collect and store rainwater efficiently to be used in drought periods. Improecs production and food security.,Never heard about it,Male,54,141,38.3
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed and used it,Female,4,146,2.7
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed and used it,Male,92,141,65.2
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed but didn't use it,Female,1,146,0.7
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed but didn't use it,Male,19,141,13.5
South Asia,Nepal,Bardiya,28.30138953333333,81.492414233333335,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Heard about it,Female,37,152,24.3
South Asia,Nepal,Bardiya,28.30138953333333,81.492414233333335,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Heard about it,Male,39,133,29.3
South Asia,Nepal,Bardiya,28.30138953333333,81.492414233333335,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Implemented,Female,11,152,7.2
South Asia,Nepal,Bardiya,28.30138953333333,81.492414233333335,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Implemented,Male,9,133,6.8
South Asia,Nepal,Bardiya,28.30138953333333,81.492414233333335,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Know about it,Female,11,152,7.2
South Asia,Nepal,Bardiya,28.30138953333333,81.492414233333335,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Know about it,Male,19,133,14.3
South Asia,Nepal,Bardiya,28.30138953333333,81.492414233333335,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Never heard about it,Female,47,152,30.9
South Asia,Nepal,Bardiya,28.30138953333333,81.492414233333335,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Never heard about it,Male,25,133,18.8
South Asia,Nepal,Bardiya,28.30138953333333,81.492414233333335,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Heard about it,Female,14,152,9.2
South Asia,Nepal,Bardiya,28.30138953333333,81.492414233333335,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Heard about it,Male,8,133,6
South Asia,Nepal,Bardiya,28.30138953333333,81.492414233333335,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Implemented,Female,46,152,30.3
