year,site,outcome_category,practice_type,indicator,gender,n,n_site,percentage,option
2019,Kaffrine,Productivity and Income,Organic fertilizer,Increased production,Female,60,154,39,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,Increased production,Male,108,190,56.8,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income option used for agricultural assets/services,Female,2,154,1.3,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income option used for agricultural assets/services,Male,9,190,4.7,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income option used for food,Female,26,154,16.9,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income option used for food,Male,76,190,40,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income used for non agricultural assets/services,Female,7,154,4.5,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income used for non agricultural assets/services,Male,6,190,3.2,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income used for savings,Female,1,154,0.6,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Additional income,Female,37,154,24,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Additional income,Male,94,190,49.5,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Can't say about additional CSA income use because it was new,Male,1,190,0.5,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Can't say about CSA effect on production because it was new,Female,2,154,1.3,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,CSA option had no effect on production,Female,10,154,6.5,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,CSA option had no effect on production,Male,10,190,5.3,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Increased production,Female,37,154,24,Practices
2019,Kaffrine,Productivity and Income,Reduce tillage,Increased production,Male,100,190,52.6,Practices
2020,Doyogena,Climate shocks,Agroforestry,Reduced climate vulner.,Female,28,335,8.4,Practices
2020,Doyogena,Climate shocks,Agroforestry,Reduced climate vulner.,Male,45,347,13,Practices
2020,Doyogena,Climate shocks,Crop residue incorporation,Reduced climate vulner.,Female,68,335,20.3,Practices
2020,Doyogena,Climate shocks,Crop residue incorporation,Reduced climate vulner.,Male,84,347,24.2,Practices
2020,Doyogena,Climate shocks,Crop rotation,Reduced climate vulner.,Female,36,335,10.7,Practices
2020,Doyogena,Climate shocks,Crop rotation,Reduced climate vulner.,Male,58,347,16.7,Practices
2020,Doyogena,Climate shocks,Green manure,Reduced climate vulner.,Female,14,335,4.2,Practices
2020,Doyogena,Climate shocks,Green manure,Reduced climate vulner.,Male,39,347,11.2,Practices
2020,Doyogena,Climate shocks,Improved breeds,Reduced climate vulner.,Female,20,335,6,Practices
2020,Doyogena,Climate shocks,Improved breeds,Reduced climate vulner.,Male,19,347,5.5,Practices
2020,Doyogena,Climate shocks,Improved varieties,Reduced climate vulner.,Female,161,335,48.1,Practices
2020,Doyogena,Climate shocks,Improved varieties,Reduced climate vulner.,Male,170,347,49,Practices
2020,Doyogena,Climate shocks,Pasture management,Reduced climate vulner.,Female,172,335,51.3,Practices
2020,Doyogena,Climate shocks,Pasture management,Reduced climate vulner.,Male,187,347,53.9,Practices
2020,Doyogena,Climate shocks,Water and soil conservation,Reduced climate vulner.,Female,172,335,51.3,Practices
2020,Doyogena,Climate shocks,Water and soil conservation,Reduced climate vulner.,Male,200,347,57.6,Practices
2020,Doyogena,Food security,Agroforestry,Improved food access,Female,29,335,8.7,Practices
2020,Doyogena,Food security,Agroforestry,Improved food access,Male,46,347,13.3,Practices
2020,Doyogena,Food security,Agroforestry,Improved food diversity,Female,28,335,8.4,Practices
2020,Doyogena,Food security,Agroforestry,Improved food diversity,Male,45,347,13,Practices
2020,Doyogena,Food security,Crop residue incorporation,Improved food access,Female,69,335,20.6,Practices
2020,Doyogena,Food security,Crop residue incorporation,Improved food access,Male,86,347,24.8,Practices
2020,Doyogena,Food security,Crop residue incorporation,Improved food diversity,Female,65,335,19.4,Practices
2020,Doyogena,Food security,Crop residue incorporation,Improved food diversity,Male,80,347,23.1,Practices
2020,Doyogena,Food security,Crop rotation,Improved food access,Female,36,335,10.7,Practices
2020,Doyogena,Food security,Crop rotation,Improved food access,Male,59,347,17,Practices
2020,Doyogena,Food security,Crop rotation,Improved food diversity,Female,35,335,10.4,Practices
2020,Doyogena,Food security,Crop rotation,Improved food diversity,Male,58,347,16.7,Practices
2020,Doyogena,Food security,Green manure,Improved food access,Female,16,335,4.8,Practices
2020,Doyogena,Food security,Green manure,Improved food access,Male,41,347,11.8,Practices
2020,Doyogena,Food security,Green manure,Improved food diversity,Female,16,335,4.8,Practices
2020,Doyogena,Food security,Green manure,Improved food diversity,Male,41,347,11.8,Practices
2020,Doyogena,Food security,Improved breeds,Improved food access,Female,21,335,6.3,Practices
2020,Doyogena,Food security,Improved breeds,Improved food access,Male,21,347,6.1,Practices
2020,Doyogena,Food security,Improved breeds,Improved food diversity,Female,21,335,6.3,Practices
2020,Doyogena,Food security,Improved breeds,Improved food diversity,Male,21,347,6.1,Practices
2020,Doyogena,Food security,Improved varieties,Improved food access,Female,161,335,48.1,Practices
2020,Doyogena,Food security,Improved varieties,Improved food access,Male,178,347,51.3,Practices
2020,Doyogena,Food security,Improved varieties,Improved food diversity,Female,155,335,46.3,Practices
2020,Doyogena,Food security,Improved varieties,Improved food diversity,Male,169,347,48.7,Practices
2020,Doyogena,Food security,Pasture management,Improved food access,Female,177,335,52.8,Practices
2020,Doyogena,Food security,Pasture management,Improved food access,Male,183,347,52.7,Practices
2020,Doyogena,Food security,Pasture management,Improved food diversity,Female,161,335,48.1,Practices
2020,Doyogena,Food security,Pasture management,Improved food diversity,Male,177,347,51,Practices
2020,Doyogena,Food security,Water and soil conservation,Improved food access,Female,171,335,51,Practices
2020,Doyogena,Food security,Water and soil conservation,Improved food access,Male,199,347,57.3,Practices
2020,Doyogena,Food security,Water and soil conservation,Improved food diversity,Female,163,335,48.7,Practices
2020,Doyogena,Food security,Water and soil conservation,Improved food diversity,Male,192,347,55.3,Practices
2020,Doyogena,Gender indicators,Agroforestry,Contributed equally to implement the CSA option,Female,12,335,3.6,Practices
2020,Doyogena,Gender indicators,Agroforestry,Contributed equally to implement the CSA option,Male,23,347,6.6,Practices
2020,Doyogena,Gender indicators,Agroforestry,Decided alone to implement the CSA option,Female,6,335,1.8,Practices
2020,Doyogena,Gender indicators,Agroforestry,Decided alone to implement the CSA option,Male,16,347,4.6,Practices
2020,Doyogena,Gender indicators,Agroforestry,Decision making on CSA dis-adoption,Female,2,335,0.6,Practices
2020,Doyogena,Gender indicators,Agroforestry,Decision making on CSA dis-adoption,Male,3,347,0.9,Practices
2020,Doyogena,Gender indicators,Agroforestry,Decreased labour time,Female,19,335,5.7,Practices
2020,Doyogena,Gender indicators,Agroforestry,Decreased labour time,Male,25,347,7.2,Practices
2020,Doyogena,Gender indicators,Agroforestry,Did most of the work to implement the CSA option,Female,8,335,2.4,Practices
2020,Doyogena,Gender indicators,Agroforestry,Did most of the work to implement the CSA option,Male,13,347,3.7,Practices
2020,Doyogena,Gender indicators,Agroforestry,Didn't change agricultural labour time,Female,4,335,1.2,Practices
2020,Doyogena,Gender indicators,Agroforestry,Didn't change agricultural labour time,Male,9,347,2.6,Practices
2020,Doyogena,Gender indicators,Agroforestry,Didn't participate in the decision to implement the CSA option,Female,11,335,3.3,Practices
2020,Doyogena,Gender indicators,Agroforestry,Didn't participate in the decision to implement the CSA option,Male,9,347,2.6,Practices
2020,Doyogena,Gender indicators,Agroforestry,Helped to implement the CSA option,Female,9,335,2.7,Practices
2020,Doyogena,Gender indicators,Agroforestry,Helped to implement the CSA option,Male,12,347,3.5,Practices
2020,Doyogena,Gender indicators,Agroforestry,Increased labour time,Male,4,347,1.2,Practices
2020,Doyogena,Gender indicators,Agroforestry,Joint decision to implement the CSA option,Female,12,335,3.6,Practices
2020,Doyogena,Gender indicators,Agroforestry,Joint decision to implement the CSA option,Male,23,347,6.6,Practices
2020,Doyogena,Gender indicators,Agroforestry,Participated on CSA-income use,Female,28,335,8.4,Practices
2020,Doyogena,Gender indicators,Agroforestry,Participated on CSA-income use,Male,45,347,13,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Contributed equally to implement the CSA option,Female,29,335,8.7,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Contributed equally to implement the CSA option,Male,21,347,6.1,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Decided alone to implement the CSA option,Female,22,335,6.6,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Decided alone to implement the CSA option,Male,59,347,17,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Decision making on CSA dis-adoption,Female,12,335,3.6,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Decision making on CSA dis-adoption,Male,9,347,2.6,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Decreased labour time,Female,41,335,12.2,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Decreased labour time,Male,48,347,13.8,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Did most of the work to implement the CSA option,Female,14,335,4.2,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Did most of the work to implement the CSA option,Male,37,347,10.7,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Didn't change agricultural labour time,Female,13,335,3.9,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Didn't change agricultural labour time,Male,14,347,4,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Didn't participate in the decision to implement the CSA option,Female,23,335,6.9,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Didn't participate in the decision to implement the CSA option,Male,15,347,4.3,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Helped to implement the CSA option,Female,31,335,9.3,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Helped to implement the CSA option,Male,37,347,10.7,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Increased labour time,Female,2,335,0.6,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Increased labour time,Male,5,347,1.4,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Joint decision to implement the CSA option,Female,29,335,8.7,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Joint decision to implement the CSA option,Male,21,347,6.1,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Participated on CSA-income use,Female,60,335,17.9,Practices
2020,Doyogena,Gender indicators,Crop residue incorporation,Participated on CSA-income use,Male,72,347,20.7,Practices
2020,Doyogena,Gender indicators,Crop rotation,Contributed equally to implement the CSA option,Female,29,335,8.7,Practices
2020,Doyogena,Gender indicators,Crop rotation,Contributed equally to implement the CSA option,Male,37,347,10.7,Practices
2020,Doyogena,Gender indicators,Crop rotation,Decided alone to implement the CSA option,Female,5,335,1.5,Practices
2020,Doyogena,Gender indicators,Crop rotation,Decided alone to implement the CSA option,Male,15,347,4.3,Practices
2020,Doyogena,Gender indicators,Crop rotation,Decision making on CSA dis-adoption,Female,4,335,1.2,Practices
2020,Doyogena,Gender indicators,Crop rotation,Decision making on CSA dis-adoption,Male,3,347,0.9,Practices
2020,Doyogena,Gender indicators,Crop rotation,Decreased labour time,Female,25,335,7.5,Practices
2020,Doyogena,Gender indicators,Crop rotation,Decreased labour time,Male,40,347,11.5,Practices
2020,Doyogena,Gender indicators,Crop rotation,Did most of the work to implement the CSA option,Female,1,335,0.3,Practices
2020,Doyogena,Gender indicators,Crop rotation,Did most of the work to implement the CSA option,Male,8,347,2.3,Practices
2020,Doyogena,Gender indicators,Crop rotation,Didn't change agricultural labour time,Female,6,335,1.8,Practices
2020,Doyogena,Gender indicators,Crop rotation,Didn't change agricultural labour time,Male,7,347,2,Practices
2020,Doyogena,Gender indicators,Crop rotation,Didn't participate in the decision to implement the CSA option,Female,3,335,0.9,Practices
2020,Doyogena,Gender indicators,Crop rotation,Didn't participate in the decision to implement the CSA option,Male,10,347,2.9,Practices
2020,Doyogena,Gender indicators,Crop rotation,Helped to implement the CSA option,Female,7,335,2.1,Practices
2020,Doyogena,Gender indicators,Crop rotation,Helped to implement the CSA option,Male,17,347,4.9,Practices
2020,Doyogena,Gender indicators,Crop rotation,Increased labour time,Female,1,335,0.3,Practices
2020,Doyogena,Gender indicators,Crop rotation,Increased labour time,Male,1,347,0.3,Practices
2020,Doyogena,Gender indicators,Crop rotation,Joint decision to implement the CSA option,Female,29,335,8.7,Practices
